iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped
"1","EG+","Get_token","POST","https://api-eg3-qa.nextdrive.io/api/v1/oauth2/tokens/exchange","OK","200","1358","851","Response Body{""userId"":""ap-northeast-1:b7fa8d14-fffa-4ad8-bc17-6c665b21aa5b"",""accessToken"":""eyJhbGciOiJSUzI1NiIsInR5cGUiOiJKV1QifQ.eyJzdWIiOiJhcC1ub3J0aGVhc3QtMTpiN2ZhOGQxNC1mZmZhLTRhZDgtYmMxNy02YzY2NWIyMWFhNWIiLCJhcHBVdWlkIjoiOTg3NjU0MzIxMjM0NTY3OEFCQ0RFRkdHRkVEQ0JBIiwicGFja2FnZU5hbWUiOiJpby5uZXh0ZHJpdmUuZWNvZ2VuaWUuc3RnIiwiaWF0IjoxNjQ0NDc0ODkwLCJpc3MiOiJuZXh0ZHJpdmUuaW8iLCJhdWQiOiJlNWI0ZWU0ZS01MTk4LTQ0ZjItODQyNC1lMjhlZTJlN2Y1MGYiLCJqdGkiOiJjMjgzMDY5Mi04YjhjLTQ1ZGEtOTlkZS0wYzgwZTI4OTNiNmQiLCJleHAiOjE2NDQ1MDM2OTF9.svJaCE2cZxhWw2PMIkrk2MTV00NsFYRWHwkUhMcFJxUfWYUa6X1N9hUFLuOfvZq7H9-3fi6yzD0xvlxKLCxb5W-2N9SaZgRd6UPVLAXACS1OL6D1jUKqxzDM4y5ro3mI7MnKmye93PSiG1IH-_rWgT7SQVLxZJTp49Enaq9ZLfhEZ_todrgwFDBtraXWsmjXTNBhXSkgwCPtcx4IDrx3bpJnfKgjB5FpsjboKcHI7gX7tdGCDla_zwGMM_uC9bvjFc2hzqHtDD31VQakutHrKWG4NIOI6OidMmhOTsCC5LNKssRiYZd8n2jHp87YG0YogEsatKWjaKjkf7OuKJnj0g""}"
"1","EG+","Get_single_gateway_info_by_UUID","GET","https://api-eg3-qa.nextdrive.io/api/v1/gateways/23d5de6a-01b4-4529-ada8-16a913031324","OK","200","765","450","Response Body{""uuid"":""23d5de6a-01b4-4529-ada8-16a913031324"",""name"":""CubeJ-cd6842"",""model"":""Cube"",""onlineStatus"":1,""pid"":""J0B20CCB8A8CD6842"",""profileId"":""ccb8a8cd-6842-011a-2b38-0001114a0d22"",""firmwareVersion"":""Cube-PLUS-4.0.16055"",""postalCode"":""1600000"",""locationKey"":""226402"",""city"":""新宿区"",""wifiSsid"":""ND2022QA"",""isWifiModifying"":false,""isApModeModifying"":false,""weather"":{""time"":1644472800000,""icon"":12,""text"":""小雨"",""temperature"":""1.8"",""humidity"":""96""}}"
"1","EG+","Get_beep_brand_list","GET","https://api-eg3-qa.nextdrive.io/api/v1/aircon/brands","OK","200","1310","1166","Response Body{""brands"":[{""id"":""24"",""name"":""アイリスオーヤマ（IRIS OHYAMA）""},{""id"":""15"",""name"":""シャープ（Sharp）""},{""id"":""2"",""name"":""ダイキン（DAIKIN）""},{""id"":""1"",""name"":""パナソニック（Panasonic）""},{""id"":""9"",""name"":""三菱重工（MITSUBISHI HEAVY）""},{""id"":""3"",""name"":""三菱電機（Mitsubishi）""},{""id"":""12"",""name"":""東芝（Toshiba）"",""description"":""機種によって使用するリモコンの信号が異なります。「CH1：2000年以降の機種」、「CH2：2000年以降の機種」それぞれで動作確認を行ない、ご利用のエアコンが動作するチャンネルを選んでください。""},{""id"":""4"",""name"":""日立（Hitachi）""},{""id"":""5"",""name"":""富士通ゼネラル（Fujitsu）"",""description"":""機種によって使用するリモコンの信号（計8種）が異なります。ペアリング設定と動作確認を繰り返し「CH1：2005年以降の機種」～「CH8：2005年以降の機種」のうちご利用のエアコンが動作する信号を選んでください。""},{""id"":""25"",""name"":""D&G""},{""id"":""7"",""name"":""HERAN""},{""id"":""18"",""name"":""TECO""},{""id"":""26"",""name"":""その他（Other）""}]}"
"1","EG+","Get_beep_brand_model_list","GET","https://api-eg3-qa.nextdrive.io/api/v1/aircon/brands/7","OK","200","1282","55","Response Body{""models"":[],""remotes"":[{""id"":""38"",""name"":""RMTS0051""}]}"
"1","EG+","Get _device_info_by_UUID_for_dashboard","GET","https://api-eg3-qa.nextdrive.io/api/v1/devices/81b656e8-42bb-430f-a430-6504289901bb/dashboards","OK","200","1414","177","Response Body{""uuid"":""81b656e8-42bb-430f-a430-6504289901bb"",""name"":""Motion Pixi"",""model"":""Pixi-G"",""onlineStatus"":1,""info"":{""generatedAt"":1642658069145,""motion"":1642658069145,""battery"":""77""}}"
"1","EG+","Get_latest_device_notification_list","GET","https://api-eg3-qa.nextdrive.io/api/v1/notifications/events/latests","OK","200","1786","550","Response Body{""events"":[{""deviceUuid"":""31b92857-ed59-47b0-b64e-4a6d9616f22b"",""gatewayUuid"":""23d5de6a-01b4-4529-ada8-16a913031324"",""scope"":""camera"",""model"":""Camera"",""value"":""true"",""params"":{""template"":""motion_detected_link_with_camera"",""cameraUuid"":""31b92857-ed59-47b0-b64e-4a6d9616f22b"",""cameraName"":""Camera""},""triggeredAt"":1642658069145},{""deviceUuid"":""bf4eb1f2-a31d-46dc-8cba-d3b608b6aed8"",""gatewayUuid"":""23d5de6a-01b4-4529-ada8-16a913031324"",""scope"":""click"",""model"":""Pixi-HT"",""value"":""true"",""params"":{""template"":""button_clicked""},""triggeredAt"":1639391247570}]}"
"1","EG+","Get_device _info_by_UUID","GET","https://api-eg3-qa.nextdrive.io/api/v1/devices/81b656e8-42bb-430f-a430-6504289901bb","OK","200","1926","150","Response Body{""uuid"":""81b656e8-42bb-430f-a430-6504289901bb"",""name"":""Motion Pixi"",""model"":""Pixi-G"",""onlineStatus"":1,""attributes"":{""macAddress"":""98:07:2D:9A:16:CE""}}"
"1","EG+","Get_search_news_feed","GET","https://api-eg3-qa.nextdrive.io/api/v1/posts/search?keyword=test","OK","200","1820","4358","Response Body{""posts"":[{""id"":""40734"",""name"":""Team-eg3-plus"",""icon"":""https://ioe-suite-qa.nextdrive.io/images/65ba41ea-fb64-4794-b650-2f5c6c2f9c73."",""publishedAt"":1633059480000,""format"":1,""contents"":[{""title"":""Test R9C"",""description"":""R9C post test"",""urls"":[],""images"":[],""detailUrl"":""https://ioe-post-qa.nextdrive.io/post/article?postId=40734&userHash=gr5Mu572InhVi9EpTM%2Bsfg%3D%3D""}]},{""id"":""36015"",""name"":""Team-eg3-plus"",""icon"":""https://ioe-suite-qa.nextdrive.io/images/65ba41ea-fb64-4794-b650-2f5c6c2f9c73."",""publishedAt"":1631868900000,""format"":1,""contents"":[{""title"":""Android_test_CC210917_3"",""description"":""Android_test_CC210917_3\nAndroid_test_CC210917_3\nAndroid_test_CC210917_3\nAndroid_test_CC210917_3\nAndroid_test_CC210917_3"",""urls"":[{""label"":""google store"",""url"":""https://store.google.com/?utm_source=hp_header&utm_medium=google_ooo&utm_campaign=GS100042&hl=zh-TW""}],""images"":[{""previewImageUrl"":""https://ioe-post-qa.nextdrive.io/postImages/12cb792e-4454-4475-b9b3-123017743d11-thumbnail.png"",""originalContentUrl"":""https://ioe-post-qa.nextdrive.io/postImages/12cb792e-4454-4475-b9b3-123017743d11.png""}],""detailUrl"":""https://ioe-post-qa.nextdrive.io/post/article?postId=36015&userHash=gr5Mu572InhVi9EpTM%2Bsfg%3D%3D""}]},{""id"":""29927"",""name"":""Team-eg3-plus"",""icon"":""https://ioe-suite-qa.nextdrive.io/images/65ba41ea-fb64-4794-b650-2f5c6c2f9c73."",""publishedAt"":1628866800000,""format"":1,""contents"":[{""title"":""test20210813_03"",""description"":""test20210813_03\ntest20210813_03\ntest20210813_03\ntest20210813_03\ntest20210813_03\ntest20210813_03\ntest20210813_03\ntest20210813_03\ntest20210813_03\ntest20210813_03\ntest20210813_03\ntest20210813_03test20210813_03test20210813_03test20210813_03test20210813_03\nend"",""urls"":[{""label"":""link1"",""url"":""https://www.google.com/""},{""label"":""link2"",""url"":""https://www.epochconverter.com/""}],""images"":[{""previewImageUrl"":""https://ioe-post-qa.nextdrive.io/postImages/95970b42-ee00-4e57-9d34-7fb1edc30868-thumbnail.png"",""originalContentUrl"":""https://ioe-post-qa.nextdrive.io/postImages/95970b42-ee00-4e57-9d34-7fb1edc30868.png""}],""detailUrl"":""https://ioe-post-qa.nextdrive.io/post/article?postId=29927&userHash=gr5Mu572InhVi9EpTM%2Bsfg%3D%3D""}]},{""id"":""29118"",""name"":""Team-eg3-plus"",""icon"":""https://ioe-suite-qa.nextdrive.io/images/65ba41ea-fb64-4794-b650-2f5c6c2f9c73."",""publishedAt"":1628581894751,""format"":1,""contents"":[{""title"":""0810 Android test link"",""description"":""Post Content*\nPost Content*\nPost Content*\nPost Content*\nPost Content*\nPost Content*\nPost Content*\nPost Content*\nPost Content*\nPost Content*\nPost Content*\nPost Content*"",""urls"":[{""label"":""google"",""url"":""https://www.google.com/""},{""label"":""pchome"",""url"":""https://24h.pchome.com.tw/?gclid=CjwKCAjwx8iIBhBwEiwA2quaq11cxwQ2vJ-N5SgzUnYPha17V2fBE84Mku8vAaq9iTbCFzEhYgZBOxoC7BkQAvD_BwE""}],""images"":[{""previewImageUrl"":""https://ioe-post-qa.nextdrive.io/postImages/b5e07380-3f72-46e2-a0fe-94357823b333-thumbnail.jpg"",""originalContentUrl"":""https://ioe-post-qa.nextdrive.io/postImages/b5e07380-3f72-46e2-a0fe-94357823b333.jpg""}],""detailUrl"":""https://ioe-post-qa.nextdrive.io/post/article?postId=29118&userHash=gr5Mu572InhVi9EpTM%2Bsfg%3D%3D""}]},{""id"":""9622"",""name"":""Team-eg3-plus"",""icon"":""https://ioe-suite-qa.nextdrive.io/images/65ba41ea-fb64-4794-b650-2f5c6c2f9c73."",""publishedAt"":1618821020813,""format"":1,""contents"":[{""title"":""QA testing 0419_01"",""description"":""QA testing 0419_01"",""urls"":[],""images"":[],""detailUrl"":""https://ioe-post-qa.nextdrive.io/post/article?postId=9622&userHash=gr5Mu572InhVi9EpTM%2Bsfg%3D%3D""}]},{""id"":""8999"",""name"":""Team-eg3-plus"",""icon"":""https://ioe-suite-qa.nextdrive.io/images/65ba41ea-fb64-4794-b650-2f5c6c2f9c73."",""publishedAt"":1616483062233,""format"":1,""contents"":[{""title"":""test POST 2 0982309482"",""description"":""以明亮的空間作為主體，再加上現代、富有設計感的家具擺設，極簡的生活風格，不會有過多的雜物。大量的留白空間，在挑選家具時也會以顏色做出風格的層次感，保持室內寬敞，引入自然光也是北歐風重要的元素。"",""urls"":[],""images"":[{""previewImageUrl"":""https://nxd-stg-egplus.s3.ap-northeast-1.amazonaws.com/postImages/19880d10-d48f-42c8-b9c6-26d965c81c16-1612231481440-thumbnail.png"",""originalContentUrl"":""https://nxd-stg-egplus.s3.ap-northeast-1.amazonaws.com/postImages/19880d10-d48f-42c8-b9c6-26d965c81c16-1612231481440.jpeg""}]}]}]}"
"1","EG+","Get_service_store","GET","https://api-eg3-qa.nextdrive.io/api/v1/services","Unauthorized","401","71","0"
"1","EG+","Get_user_name","GET","https://api-eg3-qa.nextdrive.io/api/v1/users","Unauthorized","401","73","0"
